wavelength,abs1,abs2,abs3,abs4,abs5,abs6,abs7,abs8,abs9,abs10,abs11,abs12,abs13,abs14,abs15,abs16,abs17,abs18,abs19,abs20,abs21,abs22,abs23,abs24,abs25,abs26,abs27,abs28,abs29,abs30,abs31,abs32,abs33,abs34,abs35,abs36,abs37,abs38,abs39,abs40,abs41,abs42,abs43,abs44,abs45,abs46,abs47,abs48,abs49,abs50,abs51,abs52,abs53,abs54,abs55,abs56,abs57,abs58,abs59,abs60,abs61,abs62,abs63,abs64
534.6,0.003884458,0.004526057,0.004061998,0.004079384,0.005246267,0.005946315,0.00408342,0.004562575,0.005811794,0.004858564,0.003717381,0.004272378,0.004312914,0.003474406,0.004433143,0.005134215,0.003163558,0.00303609,0.003535021,0.004352055,0.004178588,0.004343046,0.003481691,0.002786066,0.005271171,0.004023039,0.002232964,0.005449903,0.005261054,0.004439979,0.004135426,0.003406205,0.005394314,0.003958941,0.004817978,0.005037904,0.002582283,0.003993239,0.004130458,0.003918905,0.002468596,0.003219791,0.00286965,0.004100185,0.005770028,0.005542411,0.003605258,0.004165701,0.004797142,0.00366465,0.004135891,0.004207157,0.004374267,0.00309525,0.003365754,0.005143551,0.004529786,0.00495468,0.004095994,0.004964324,0.003680934,0.00267867,0.004154367,0.00350541
535.4,0.003975728,0.004917155,0.004038509,0.004715382,0.005274067,0.00460037,0.003842425,0.004437008,0.004842724,0.004167052,0.00490641,0.0039041,0.00409073,0.004003077,0.004148864,0.003249586,0.002980832,0.002010948,0.00386495,0.004160989,0.004282727,0.003741776,0.002425087,0.002981142,0.004641764,0.002222301,0.002798862,0.004879626,0.005382399,0.004140159,0.002740133,0.003698604,0.004957956,0.003137443,0.003126587,0.005062315,0.00219785,0.003522387,0.003566473,0.0039605,0.002446299,0.00293479,0.003313038,0.00467398,0.005393,0.005289965,0.003007188,0.003825338,0.004721608,0.002985948,0.003578117,0.004438875,0.004419587,0.00330947,0.003956304,0.004016596,0.003667547,0.003076807,0.00354443,0.003812756,0.003054944,0.003472252,0.003745659,0.002870153
536.2,0.003447763,0.004298463,0.00433768,0.004124829,0.00492309,0.00617692,0.00350399,0.004774132,0.004850007,0.003629671,0.005035309,0.002693447,0.003674578,0.003201818,0.004196079,0.003100469,0.004397757,0.001304629,0.004294572,0.003210511,0.00473176,0.003906797,0.001987647,0.003881611,0.003730989,0.002456917,0.003040415,0.005173753,0.00485063,0.003487835,0.003323065,0.002302451,0.005133681,0.003714982,0.003250562,0.0029858,0.003176828,0.003609473,0.003373996,0.004278233,0.003413596,0.003449782,0.002472258,0.004086565,0.004945375,0.003529309,0.002470398,0.004317137,0.003876014,0.002697168,0.003568923,0.003798755,0.004056235,0.003005194,0.003524649,0.002161047,0.003726793,0.00333735,0.00406059,0.003769533,0.003303036,0.00382347,0.004003981,0.002962839
537,0.003790428,0.004082446,0.004327818,0.002519193,0.004071679,0.004982979,0.004062161,0.004337655,0.00386123,0.003988673,0.003697341,0.003232364,0.003528527,0.003312889,0.004160788,0.003925025,0.004188257,0.001467992,0.005022073,0.002291624,0.003437366,0.002920218,0.002181457,0.003717454,0.002834475,0.003527436,0.002258058,0.005442009,0.004642385,0.003409788,0.003422097,0.001792135,0.004691761,0.002171669,0.003218503,0.002299705,0.003527748,0.002874621,0.003118066,0.002318043,0.003996318,0.003000996,0.003013293,0.003723378,0.003320678,0.004003338,0.001513441,0.00355845,0.003216323,0.001414638,0.003220061,0.002787176,0.003456064,0.002260078,0.003742868,0.001650438,0.003235012,0.003056414,0.002588701,0.002058426,0.003130989,0.005101992,0.003441106,0.003166491
537.8,0.003674732,0.004554683,0.004340781,0.002259181,0.004593941,0.00477448,0.003834278,0.003557217,0.004114172,0.00361402,0.002848745,0.003353163,0.004246372,0.003546138,0.003733111,0.00409058,0.004013564,0.001204263,0.004281851,0.00336143,0.003773856,0.002756996,0.00294846,0.00309636,0.002559078,0.004561096,0.0022094,0.004373141,0.004124172,0.004130421,0.004965427,0.001976126,0.003867381,0.002717437,0.003567048,0.0027056,0.004423796,0.00358749,0.003089034,0.002505994,0.004815636,0.002968717,0.004013877,0.002859183,0.00434422,0.004572357,0.002820237,0.003411343,0.003792747,0.002120275,0.002739241,0.003702671,0.002094147,0.001490231,0.00325585,0.002960926,0.002813383,0.003598102,0.003796962,0.002831297,0.003388881,0.003596385,0.004064959,0.003411967
538.6,0.003608362,0.002848912,0.003465357,0.001874868,0.004587402,0.003704714,0.00325905,0.003696905,0.003423214,0.003419624,0.003078261,0.003983116,0.004596322,0.003901389,0.002587437,0.002831922,0.00298579,0.002153499,0.003337847,0.003703933,0.003954361,0.002821168,0.003949361,0.00375079,0.002233808,0.003788435,0.000818597,0.002590085,0.00449586,0.003280269,0.003879671,0.002737322,0.003438822,0.002429507,0.003185415,0.00364334,0.003473318,0.002392291,0.003278241,0.002663464,0.003371086,0.001837078,0.004451114,0.003316469,0.004331291,0.005904288,0.002900041,0.002817739,0.004586306,0.002532762,0.002794049,0.004242618,0.00170678,0.00280792,0.003064537,0.003315377,0.003086527,0.002571081,0.003418375,0.002608779,0.003253745,0.003021341,0.003221139,0.003351735
539.4,0.004394961,0.003728898,0.003471984,0.002539767,0.005014342,0.003470893,0.002226675,0.004386684,0.004934741,0.003258058,0.005612211,0.003864119,0.006201024,0.003816857,0.002754118,0.003456244,0.003672451,0.003466218,0.002339356,0.003869267,0.004750415,0.003171302,0.00381171,0.004221949,0.003764921,0.00402232,0.002477566,0.002741205,0.003704884,0.003776618,0.003075221,0.00388237,0.002838145,0.003814361,0.003553968,0.003808747,0.003174572,0.003477751,0.002892772,0.004713997,0.003271921,0.00303723,0.004596792,0.003451101,0.005149339,0.004961482,0.003424609,0.004493678,0.005019504,0.003200738,0.003502532,0.004444785,0.00250229,0.004180892,0.004060085,0.003743089,0.00324326,0.002818693,0.005302218,0.003145917,0.003232668,0.001937103,0.00393276,0.003096864
540.2,0.004915489,0.004591988,0.003154482,0.00320623,0.004869014,0.003147157,0.002484503,0.004660016,0.00477999,0.004257321,0.00584337,0.003914949,0.00498122,0.003090897,0.002831978,0.00375635,0.003707502,0.005135726,0.002510181,0.003052875,0.005660237,0.003474106,0.004084227,0.004013791,0.003469271,0.002934624,0.004345613,0.003529791,0.004305293,0.002754737,0.00326874,0.003396439,0.00396101,0.003946333,0.004829428,0.003444472,0.003723888,0.00323195,0.003457105,0.003703133,0.003026075,0.003102896,0.004323109,0.004563529,0.004034718,0.004406412,0.00299803,0.004789063,0.004811592,0.003176147,0.003665369,0.003315824,0.003143728,0.004594646,0.00442048,0.002525121,0.004767787,0.003504522,0.004790784,0.003174276,0.004453776,0.003265778,0.004552427,0.003783352
541,0.004425542,0.004742968,0.004048432,0.00401286,0.004098205,0.003183844,0.003340362,0.004642185,0.004087439,0.005024191,0.005351444,0.003539321,0.004344348,0.00399102,0.003750534,0.005470393,0.003547269,0.005471019,0.002550563,0.002719296,0.003940946,0.00394391,0.003393481,0.004168272,0.003483847,0.003351421,0.005303404,0.00454908,0.004978376,0.003953893,0.003903824,0.003093385,0.004112405,0.004388066,0.004255365,0.004079637,0.004440377,0.004391345,0.003406256,0.003081865,0.003754587,0.004143459,0.004218216,0.004473953,0.004204793,0.004192151,0.003122031,0.004574229,0.003900549,0.002985514,0.004319369,0.003040925,0.003438973,0.004598754,0.004712184,0.002895252,0.004156412,0.004536271,0.006065625,0.003214053,0.004433038,0.00360774,0.004803449,0.003816334
541.8,0.0044595,0.004380357,0.005015154,0.004243916,0.005152306,0.00414753,0.004126511,0.003778688,0.003080303,0.005481397,0.004132895,0.003472647,0.003967427,0.004804907,0.004826426,0.005183518,0.003782266,0.005362096,0.003962292,0.003207368,0.00446807,0.004499077,0.004865257,0.004399051,0.003044427,0.002533788,0.004599126,0.004613933,0.005738693,0.003018803,0.005266866,0.004427717,0.003820225,0.004811768,0.003757376,0.004154848,0.005057434,0.004553151,0.003806379,0.002926259,0.00404525,0.004249678,0.005525284,0.004828921,0.004005714,0.004046028,0.003019113,0.003471558,0.004792433,0.003905646,0.004113745,0.004203895,0.003254444,0.004351851,0.004371478,0.002178712,0.004620947,0.004713385,0.005467654,0.004660695,0.00518742,0.004406217,0.005835746,0.003596561
542.6,0.003701334,0.00331787,0.004819473,0.003486254,0.003900813,0.004871372,0.003499616,0.003745948,0.00344555,0.004689675,0.004900364,0.004242456,0.004974721,0.006051136,0.004980022,0.005449382,0.004135236,0.005109907,0.003087303,0.00358197,0.004559448,0.004721303,0.003903923,0.005606885,0.003636519,0.003156538,0.002620177,0.004817447,0.004391738,0.003340545,0.004955546,0.005105073,0.003457978,0.004279966,0.003410753,0.003179981,0.00480872,0.004532349,0.003695893,0.002524983,0.004090115,0.004702451,0.004583902,0.003892571,0.003748902,0.004775995,0.00318557,0.004011086,0.004213976,0.004439226,0.004709773,0.004149084,0.002989213,0.004032398,0.003902679,0.003363066,0.003629214,0.004499333,0.005299581,0.004378193,0.002988126,0.004005798,0.00407129,0.004263779
543.4,0.004930292,0.003894401,0.003796674,0.003838999,0.003258478,0.005869996,0.00405162,0.003850048,0.004701648,0.004878969,0.005027495,0.003550119,0.005954899,0.006035596,0.004735952,0.005024374,0.004049752,0.005162335,0.004033716,0.004361555,0.005385288,0.004393028,0.003370386,0.004542323,0.004756069,0.002828215,0.002884576,0.005284726,0.004250327,0.004054111,0.004614807,0.005876094,0.004414843,0.003121276,0.003943896,0.003609995,0.004284129,0.004225873,0.003445317,0.002745784,0.004387731,0.004352363,0.004782424,0.005162803,0.002724674,0.004956034,0.00379294,0.004230701,0.005248037,0.004852764,0.004471877,0.004390691,0.003058361,0.003623215,0.004159527,0.004304068,0.003795429,0.003302927,0.004484812,0.005010019,0.003784849,0.004247212,0.004534062,0.004567886
544.2,0.003807318,0.004292504,0.004175835,0.004751998,0.003396611,0.00541478,0.004244148,0.004279245,0.005996504,0.00476371,0.004928026,0.003118978,0.005296402,0.005311412,0.003544682,0.004768707,0.003967843,0.004204376,0.00437597,0.005867791,0.003996682,0.0043677,0.00274949,0.00393698,0.004978021,0.002288072,0.002941193,0.004979271,0.003922329,0.004796037,0.004411857,0.00434305,0.005868104,0.002376123,0.004363956,0.003773662,0.004892409,0.004312628,0.003702151,0.002870596,0.005043178,0.004729667,0.004027393,0.004441973,0.002110006,0.004644104,0.005224484,0.004710773,0.005639896,0.004562616,0.004069176,0.003698101,0.002950368,0.003350846,0.00344207,0.004344142,0.003407976,0.003528331,0.004709368,0.003830847,0.003693271,0.004330881,0.004106441,0.004989426
545,0.004273606,0.005418858,0.003420225,0.005622859,0.004511249,0.005998727,0.003775025,0.005574509,0.005572475,0.004756049,0.005429963,0.002688333,0.004744962,0.003652572,0.003206986,0.005264201,0.004365652,0.00396594,0.005430589,0.005791262,0.003169796,0.003670953,0.004286553,0.003879433,0.004055738,0.001830303,0.003945519,0.004287801,0.005100846,0.005798463,0.005125697,0.003347369,0.005678882,0.002968344,0.004328207,0.004854914,0.003957834,0.004623328,0.00376926,0.004227122,0.003939908,0.004197644,0.005118664,0.005146486,0.002875972,0.004458497,0.005395085,0.004693743,0.006045557,0.00484851,0.004645029,0.004423229,0.004341468,0.004596476,0.003783283,0.004748553,0.002995718,0.002515846,0.004433216,0.004731063,0.004686873,0.004363779,0.004710451,0.003848887
545.8,0.003886984,0.006037707,0.004318401,0.005674753,0.004643183,0.004560988,0.00304256,0.005288155,0.005561666,0.004925827,0.005738514,0.004142754,0.00427093,0.002437916,0.003427631,0.00484952,0.004469279,0.003485763,0.005322589,0.005342155,0.003144247,0.003564793,0.005137305,0.004738367,0.004671314,0.003013133,0.004804649,0.004485058,0.005662534,0.004848738,0.005565268,0.003113255,0.005834252,0.002964404,0.005398196,0.004827787,0.005248716,0.003793546,0.004162423,0.002936694,0.004614585,0.004004473,0.00551124,0.003841744,0.00363838,0.004349791,0.004917851,0.005207559,0.005571376,0.005309441,0.004792767,0.004623805,0.004873286,0.003719933,0.004482558,0.003531901,0.003306402,0.003442436,0.003528784,0.00523557,0.004009935,0.004329957,0.003955476,0.00383956
546.6,0.004179524,0.005819891,0.003146358,0.004169518,0.004546002,0.00419469,0.00303064,0.004875359,0.003841007,0.004731939,0.0053197,0.003317186,0.004054464,0.002163574,0.00355677,0.004020548,0.003512433,0.004093073,0.003921159,0.00417202,0.003254151,0.002331369,0.00552667,0.004281475,0.004489673,0.003378669,0.004548036,0.00387491,0.005845943,0.004648508,0.004685917,0.002986045,0.004873324,0.002195322,0.005120192,0.005482916,0.004504067,0.003895221,0.002909495,0.003523673,0.0046363,0.002496269,0.005901507,0.004534579,0.004039772,0.004599521,0.004076347,0.004747751,0.005030263,0.005260135,0.004245195,0.004301336,0.004125588,0.003512277,0.004022424,0.003392715,0.002961098,0.002869589,0.003133725,0.00578207,0.003574568,0.004313691,0.003698084,0.004241443
547.4,0.00515506,0.004856519,0.004820858,0.003954008,0.004095604,0.004319568,0.005221118,0.004655573,0.005226127,0.004578034,0.004595542,0.00396072,0.003845383,0.003601388,0.003638509,0.0028545,0.00318579,0.003565674,0.005109202,0.005542155,0.003270716,0.003395254,0.004492383,0.004840878,0.005453024,0.004590852,0.004410029,0.004234279,0.006314556,0.005107793,0.004463315,0.003929034,0.004425342,0.002443193,0.004762368,0.00633747,0.004703729,0.0035086,0.002456414,0.003608562,0.005762791,0.002968172,0.006241428,0.004365343,0.004230374,0.004699038,0.003408661,0.004490663,0.00543,0.004170558,0.003985851,0.004641815,0.003068166,0.002786933,0.004341127,0.002823362,0.004672615,0.00355351,0.004339252,0.005585866,0.004274422,0.005132835,0.004632435,0.00451942
548.2,0.004577327,0.004186709,0.005363989,0.004642152,0.005245212,0.005316069,0.005613511,0.004357211,0.004208816,0.004030902,0.004291182,0.004134871,0.004296944,0.004922759,0.004598207,0.004060783,0.003704062,0.003999157,0.006133157,0.006565758,0.003241678,0.002688863,0.004038995,0.004445213,0.004456273,0.004972196,0.00392587,0.003937539,0.005035364,0.005531675,0.005241155,0.004184218,0.003238416,0.003618542,0.004005848,0.005385844,0.003648861,0.005048311,0.003597553,0.004686726,0.004826709,0.002968054,0.005677554,0.004329646,0.004593844,0.005410978,0.005066874,0.004367334,0.006081399,0.004446926,0.003419579,0.00456159,0.003334892,0.00420181,0.004118683,0.003951853,0.005493885,0.004454092,0.005054863,0.004105608,0.00526472,0.005734732,0.004970012,0.003941428
549,0.004905745,0.005358338,0.006337873,0.005474048,0.005605815,0.005334235,0.005335013,0.005062203,0.005657319,0.005295985,0.004536654,0.006212428,0.005005176,0.0058662,0.005001136,0.00508023,0.004661927,0.004236271,0.007149546,0.007075383,0.00429025,0.004355251,0.003624976,0.006198873,0.004744686,0.005514025,0.004759127,0.004631032,0.005328171,0.007154387,0.006137334,0.006102907,0.004004764,0.005148147,0.004196412,0.005920382,0.004032824,0.005381508,0.004626996,0.004161053,0.004856039,0.00401081,0.005510758,0.00520255,0.005351184,0.007552279,0.005848141,0.004243251,0.005424276,0.005272974,0.004381006,0.005904033,0.005747739,0.004621407,0.00496711,0.005251208,0.007210291,0.005407635,0.005739645,0.003843108,0.005892979,0.007029486,0.00485899,0.00469391
549.8,0.004235313,0.005744141,0.005578304,0.005455986,0.005208816,0.004467064,0.004570052,0.004289021,0.00443563,0.005498669,0.004629069,0.005406789,0.00478664,0.00486041,0.005471196,0.005919829,0.004097591,0.0055974,0.006116261,0.004692431,0.004370757,0.004008482,0.003784087,0.005365356,0.004632167,0.004878544,0.004624886,0.00458074,0.004727447,0.007266644,0.005636215,0.005493236,0.005176398,0.004647193,0.003998582,0.004771763,0.004544187,0.00587291,0.005823821,0.004412095,0.003932072,0.004187802,0.004990002,0.004921481,0.00474728,0.007099446,0.006283081,0.003896811,0.00424398,0.005149875,0.003891862,0.005487493,0.005133126,0.004273852,0.005589327,0.005388787,0.006437987,0.005619447,0.005385684,0.003813155,0.005979651,0.006653018,0.004300166,0.005300809
550.6,0.004343528,0.006875959,0.004619099,0.004763133,0.00559969,0.004618018,0.004640423,0.004150084,0.005421785,0.006171213,0.004408852,0.005264688,0.004875055,0.004871345,0.004889589,0.006259923,0.004101158,0.005770696,0.005024587,0.004212601,0.004985614,0.004991646,0.004603493,0.004898556,0.004078471,0.005105947,0.005381848,0.005238692,0.005722826,0.007629304,0.005431538,0.004961026,0.005657149,0.00443619,0.003829617,0.005314984,0.004834086,0.005104091,0.004458586,0.00633112,0.003535125,0.004898711,0.004641969,0.004805487,0.004971851,0.006040044,0.004698838,0.003981103,0.004207043,0.004699301,0.004324998,0.005010977,0.00497015,0.003687588,0.005356927,0.005215791,0.005069287,0.00558823,0.005351974,0.004147615,0.005820431,0.005843673,0.004402057,0.005719418
551.4,0.004536972,0.005909803,0.003678306,0.004838586,0.00470086,0.005443832,0.004330774,0.004048143,0.004480559,0.004788457,0.005389154,0.003708306,0.004814523,0.003563248,0.004394257,0.006143517,0.003762311,0.006345315,0.003780314,0.003919595,0.003507729,0.004724145,0.00464535,0.003781084,0.003404401,0.005134389,0.005042247,0.005378034,0.006102519,0.007801375,0.005057834,0.003477128,0.005434101,0.00402551,0.004563178,0.004177037,0.004064773,0.003988714,0.005188726,0.005793843,0.004053224,0.004810358,0.003956539,0.004325844,0.003420237,0.005105371,0.004820693,0.005001507,0.004031053,0.004069084,0.004944107,0.004148545,0.003467748,0.003574475,0.005119262,0.005129758,0.004052608,0.005779466,0.004555933,0.004245889,0.005192277,0.004209998,0.004564565,0.005091634
552.2,0.004954893,0.00607538,0.0042728,0.005163609,0.005608313,0.005739948,0.004349321,0.004780577,0.005850496,0.0060382,0.004798421,0.004920886,0.005176542,0.004794268,0.004219029,0.005580573,0.00531359,0.006998191,0.004592955,0.00593038,0.004649541,0.005363493,0.005201639,0.004424625,0.003066694,0.005569786,0.006526733,0.006368459,0.006554843,0.008266448,0.00523151,0.005542511,0.005141748,0.004905653,0.004694907,0.004715516,0.004889497,0.004303069,0.005174233,0.006431916,0.005056468,0.005101569,0.004984439,0.00441817,0.00438067,0.005661024,0.005610933,0.00609698,0.00512974,0.005602149,0.006048844,0.005077863,0.005406777,0.005017836,0.005733473,0.006320911,0.003663575,0.006275529,0.004964588,0.00520287,0.004067582,0.004933042,0.006033263,0.004683526
553,0.004601849,0.005886185,0.005244772,0.005991536,0.005709271,0.005462112,0.00533674,0.004842526,0.005507809,0.005159742,0.005303057,0.004435894,0.005373348,0.004779387,0.003870651,0.004798896,0.005876637,0.007088304,0.003753093,0.005713735,0.003218278,0.004561007,0.004365908,0.005166046,0.00308789,0.005880179,0.005578903,0.006126343,0.006303118,0.008432537,0.00514529,0.00544042,0.004484246,0.005348737,0.004962838,0.004338439,0.004521243,0.004568223,0.005872787,0.004850976,0.006300344,0.004680626,0.005892345,0.004204339,0.004308056,0.004829928,0.00529952,0.005501347,0.005237391,0.005881719,0.006590243,0.005702498,0.005658781,0.005802569,0.005129609,0.006723384,0.003932278,0.005978135,0.005801645,0.005685873,0.004234715,0.004398905,0.005767157,0.005508117
553.8,0.005050431,0.005193406,0.00606455,0.006580195,0.005870726,0.004599261,0.005898234,0.005189571,0.005245884,0.005690659,0.004640021,0.005160726,0.005234528,0.005144924,0.003212817,0.004600181,0.005917906,0.006665015,0.004530316,0.005033866,0.003711171,0.004295526,0.004223415,0.005411335,0.003394457,0.00605056,0.005025277,0.005291461,0.005909914,0.00695932,0.005105192,0.005372039,0.004954424,0.005861045,0.00375934,0.004897689,0.005249106,0.004912562,0.006089303,0.005443574,0.005200771,0.004001491,0.005804498,0.00405918,0.005941882,0.004337023,0.004489414,0.005193406,0.005372039,0.005793897,0.005596815,0.006033034,0.00558069,0.006357525,0.005777303,0.007286816,0.003815315,0.004674654,0.005388463,0.006342448,0.003520534,0.0045749,0.004991996,0.006044871
554.6,0.004573457,0.004783259,0.005369777,0.006915162,0.005979633,0.004404862,0.006295549,0.004647916,0.004291331,0.0041259,0.005329803,0.003846202,0.005320155,0.004322194,0.003232321,0.004411892,0.004189896,0.005575521,0.003490427,0.00370169,0.002489353,0.003692841,0.004329375,0.00509846,0.004353823,0.005699045,0.004041147,0.003832771,0.004961641,0.00552511,0.004933946,0.003775542,0.005377435,0.005072133,0.004804368,0.005421855,0.005221389,0.005228432,0.006154824,0.004971434,0.005580577,0.003793397,0.003860396,0.004532181,0.005606015,0.004433593,0.004044812,0.005276052,0.005138871,0.004460798,0.005654137,0.005347569,0.00450543,0.006631357,0.004921399,0.006077805,0.003629071,0.00507045,0.005289987,0.004715812,0.003991067,0.003791108,0.004606939,0.006162649
555.4,0.005191645,0.005193475,0.005570671,0.00676484,0.005558306,0.004953321,0.005365858,0.00620969,0.00524259,0.005327562,0.005698766,0.004849981,0.005115391,0.004660589,0.005007744,0.004673842,0.004991889,0.006561453,0.004592196,0.004815388,0.003805163,0.005547773,0.00562853,0.004562497,0.005402632,0.005859129,0.004538739,0.003765028,0.00600045,0.006893748,0.005267454,0.005331376,0.006880886,0.005365553,0.004997987,0.005210558,0.005798337,0.005866461,0.006371466,0.005591738,0.005603645,0.004358616,0.004845866,0.005956445,0.004491531,0.006848886,0.005652501,0.005895639,0.005184934,0.004539805,0.005393018,0.005453907,0.00458123,0.00672091,0.005126829,0.006169332,0.005014148,0.005473747,0.004704311,0.005080472,0.003855793,0.004462904,0.004505693,0.00632727
556.2,0.005599435,0.005994147,0.005466118,0.006235537,0.005502487,0.005121296,0.005225459,0.005107613,0.005202952,0.005099098,0.006081148,0.004671782,0.005100467,0.005641447,0.006518853,0.004760493,0.00460359,0.005737513,0.004481661,0.004862138,0.003297255,0.006037112,0.00560598,0.004685908,0.00595926,0.005580104,0.005291467,0.004327439,0.006190114,0.007460094,0.005955299,0.005754109,0.007004184,0.004556515,0.005798878,0.005292684,0.005848372,0.006041226,0.00537498,0.004790726,0.006339815,0.005427926,0.005220897,0.006634185,0.003686698,0.007690524,0.005127834,0.006012429,0.006195906,0.004821265,0.006178225,0.005681485,0.004950736,0.00643878,0.004064052,0.005706453,0.005553165,0.005856597,0.006739932,0.005172082,0.00405389,0.004319395,0.005434925,0.005647536
557,0.006042712,0.006481086,0.006288826,0.005978478,0.005543486,0.005394299,0.005010976,0.005138713,0.005875179,0.006341431,0.00681046,0.004895667,0.005733751,0.006687997,0.006821236,0.005068566,0.006401927,0.005586466,0.005713616,0.005354212,0.003591472,0.006417697,0.006774036,0.004912743,0.00519254,0.006296254,0.004701842,0.005233066,0.006885595,0.008640903,0.006193789,0.006257296,0.005853977,0.005391728,0.005332733,0.005153379,0.006005594,0.005425161,0.005483261,0.005885478,0.00594273,0.005584348,0.007060806,0.006371602,0.004178056,0.006895765,0.005382651,0.005768877,0.005760398,0.005794769,0.005310045,0.006115289,0.00514597,0.005517155,0.004414814,0.006798319,0.006697101,0.005601904,0.006106803,0.006754004,0.004516407,0.004904583,0.004472778,0.003874941
557.8,0.005601281,0.005904594,0.006153795,0.005633833,0.005755474,0.00466449,0.005092517,0.004828429,0.00498295,0.005795878,0.006183823,0.005438406,0.005773112,0.007025613,0.005109376,0.005059553,0.005205122,0.004542704,0.005409483,0.005027797,0.003997039,0.006025556,0.005689148,0.005009737,0.005445034,0.005648453,0.0043667,0.005443226,0.006802206,0.007700767,0.00640027,0.005615748,0.00523885,0.005098237,0.005045556,0.005996896,0.00533839,0.005065273,0.005035773,0.005456935,0.005510871,0.004847384,0.006737835,0.006492829,0.004792177,0.005731656,0.004568712,0.00644783,0.004592166,0.005824826,0.005715828,0.005788038,0.005278151,0.005268213,0.005495051,0.005267309,0.006104305,0.0048528,0.006691149,0.007188178,0.005057296,0.004640581,0.005604144,0.003633993
558.6,0.005302115,0.005867691,0.005653489,0.005820282,0.005977383,0.00464884,0.005371348,0.006074043,0.004606501,0.00648614,0.006394796,0.006328103,0.00594992,0.006309629,0.005064528,0.004631784,0.006332759,0.005498004,0.005581962,0.005459778,0.005400273,0.005828983,0.006530016,0.004944437,0.005335531,0.006201055,0.004029714,0.00641102,0.006403058,0.007473969,0.00589845,0.006057381,0.004424023,0.005838885,0.005231694,0.006773668,0.006219374,0.005767027,0.00627794,0.006962851,0.005637893,0.004564464,0.005678684,0.005276642,0.005189148,0.005120093,0.005365053,0.006375118,0.004711535,0.005938365,0.006992635,0.00520308,0.005799129,0.004632682,0.00707613,0.005341525,0.006312633,0.00530646,0.005485412,0.006657461,0.005567118,0.005733578,0.005679734,0.004532005
559.4,0.005748265,0.006051985,0.005853467,0.005843304,0.006652126,0.005583491,0.005327415,0.007126121,0.004327257,0.006051835,0.006541342,0.006418015,0.004906376,0.005771575,0.004801106,0.005002275,0.005552575,0.005922669,0.006161896,0.005765,0.006234887,0.005484477,0.005730784,0.004958872,0.00646351,0.005693433,0.005168321,0.007048785,0.006103722,0.007679721,0.00750551,0.006519338,0.005329207,0.005121171,0.005851375,0.007029752,0.006255829,0.006400358,0.005495079,0.005506578,0.00616384,0.004786048,0.004943958,0.005970952,0.005764104,0.005752001,0.004831819,0.006231446,0.005565419,0.005527634,0.008025347,0.005040462,0.005923865,0.004222275,0.007367212,0.00458781,0.005123559,0.005128482,0.006640148,0.006258222,0.006820602,0.005517927,0.006373124,0.006163242
560.2,0.006958732,0.005846815,0.004853444,0.006258018,0.006509186,0.005425454,0.005161847,0.007204339,0.004736255,0.005029584,0.006178693,0.005895443,0.004820212,0.004938315,0.005030029,0.003774571,0.005531388,0.005739021,0.005950174,0.005766524,0.005805627,0.004816355,0.006104292,0.005083167,0.006092389,0.005615053,0.005948538,0.005855589,0.004831784,0.006648455,0.00669896,0.005948538,0.004570167,0.004903296,0.0059179,0.007132298,0.006180478,0.005684613,0.005492012,0.005898863,0.006845445,0.004501823,0.004359387,0.00575136,0.007508595,0.005908233,0.004657059,0.005451452,0.00593664,0.005052144,0.007866095,0.004760728,0.006067394,0.004471583,0.007468144,0.005806817,0.005359946,0.004901664,0.005970403,0.005629618,0.005073667,0.006323811,0.006020383,0.005710627
561,0.005882115,0.005537819,0.006098771,0.006580419,0.006981755,0.005633183,0.005066481,0.00742162,0.005987766,0.00531302,0.005793796,0.004785547,0.004543732,0.005502931,0.004637255,0.004777282,0.004586508,0.005138109,0.0061229,0.004949833,0.006681052,0.004516298,0.004768428,0.005324988,0.006827522,0.004628256,0.006473735,0.004955591,0.004673254,0.006921687,0.007556756,0.006192334,0.005570639,0.004827018,0.005389713,0.005785069,0.005328387,0.005420897,0.004600522,0.004818458,0.007482946,0.004053286,0.004760902,0.005339469,0.00830135,0.006866372,0.005077999,0.004563202,0.005281253,0.005353212,0.006477291,0.005479723,0.006375816,0.004919865,0.007137824,0.005796755,0.005151254,0.004671926,0.006202254,0.006126453,0.005259387,0.006026836,0.005648265,0.005003576
561.8,0.005577794,0.005564828,0.005531235,0.006583265,0.005221805,0.004700059,0.004721382,0.006691238,0.005924784,0.005093444,0.005386728,0.00513289,0.005760541,0.0054181,0.006553433,0.005106985,0.00418173,0.00563482,0.004810359,0.005561881,0.005978022,0.004467344,0.004848015,0.005844866,0.006179823,0.004664181,0.005665621,0.005202372,0.004991459,0.006282383,0.004905975,0.005329735,0.004564355,0.004888763,0.00531707,0.005380985,0.005173518,0.004674179,0.005531382,0.005203991,0.007080369,0.004346699,0.004519963,0.005004997,0.007833018,0.007424271,0.005383341,0.005497056,0.00500588,0.005251251,0.005713373,0.004950407,0.006532906,0.005128475,0.007070758,0.005651915,0.006211252,0.003852713,0.005551714,0.006771607,0.003374387,0.00558634,0.00531545,0.004785208
