wavelength,abs1,abs2,abs3,abs4,abs5,abs6,abs7,abs8,abs9,abs10,abs11,abs12,abs13,abs14,abs15,abs16,abs17,abs18,abs19,abs20,abs21,abs22,abs23,abs24,abs25,abs26,abs27,abs28,abs29,abs30,abs31,abs32,abs33,abs34,abs35,abs36,abs37,abs38,abs39,abs40,abs41,abs42,abs43,abs44,abs45,abs46,abs47,abs48,abs49,abs50,abs51,abs52,abs53,abs54,abs55,abs56,abs57,abs58,abs59,abs60,abs61,abs62,abs63,abs64
470.7,0.004855546,0.005588561,0.004616314,0.004958891,0.003056159,0.002504518,0.002370435,0.003983302,0.003541849,0.004862571,0.002483332,0.004121729,0.003484468,0.005203755,0.004990172,0.00458891,0.002291131,0.004943252,0.002475219,0.001859271,0.005748165,0.003144405,0.004253865,0.00426948,0.003439969,0.001985542,0.00357845,0.004953225,0.005458288,0.003994836,0.004410942,0.004619031,0.002986432,0.002338441,0.005147968,0.004109287,0.003912747,0.004307727,0.003074664,0.005531817,0.003751104,0.004274232,0.005198312,0.005002866,0.005664382,0.004304105,0.005608537,0.002985981,0.00537615,0.003033592,0.004063141,0.001662846,0.003406541,0.003387119,0.003451714,0.003512254,0.004084856,0.005002639,0.002875659,0.003929933,0.003052774,0.003949606,0.003579128,0.004465049
471.6,0.003389911,0.00515507,0.003920154,0.004403003,0.003286607,0.002386619,0.003367756,0.003224229,0.002905025,0.004741907,0.003309209,0.00371988,0.003539146,0.003506581,0.005555221,0.00438193,0.001862073,0.002641569,0.004034024,0.002927156,0.00349731,0.002706346,0.004227875,0.004533546,0.0022707,0.002507533,0.003393528,0.005213866,0.005647021,0.00276594,0.003366626,0.004117577,0.002859862,0.002405341,0.003600211,0.003350123,0.002449328,0.00367961,0.003115316,0.005021163,0.003471305,0.003248185,0.003478541,0.004401644,0.004777059,0.003020435,0.002418875,0.003483064,0.003778029,0.004767307,0.002396318,0.001719944,0.004570495,0.004233764,0.004004139,0.003589581,0.004625131,0.003080072,0.003661964,0.003211574,0.002046392,0.004584777,0.004186198,0.004403003
472.5,0.004065401,0.002643833,0.003428195,0.003480656,0.002204153,0.004273102,0.003893788,0.003094351,0.003059784,0.004784058,0.004659777,0.004618056,0.003038548,0.003598266,0.005129645,0.003835166,0.001201257,0.003243498,0.004329745,0.004172297,0.003733783,0.002698457,0.002989527,0.005088333,0.002619231,0.003113783,0.00353041,0.002630065,0.004663179,0.003132989,0.00358492,0.003838108,0.002549498,0.00327356,0.003633103,0.002890375,0.004889316,0.002849049,0.003704368,0.004573392,0.003223835,0.002495117,0.003923216,0.003633103,0.003076051,0.004796307,0.001851873,0.0042176,0.004617376,0.005199794,0.002095261,0.00148232,0.004862092,0.004094614,0.00357542,0.003672241,0.004313658,0.003045099,0.001893104,0.003547373,0.00207903,0.003029059,0.004182943,0.004943997
473.4,0.004134564,0.002131245,0.003990581,0.00384393,0.002417803,0.003889414,0.005077973,0.002752622,0.003671543,0.004807797,0.005005592,0.003953235,0.002918097,0.002479377,0.003748453,0.003334432,0.002748785,0.004290147,0.002897099,0.003897334,0.003522513,0.003816326,0.002363678,0.005461635,0.003117518,0.00372108,0.003418742,0.001869653,0.004614399,0.004206573,0.002989679,0.002786254,0.003567511,0.003799583,0.003408344,0.001791499,0.003377828,0.001673731,0.003959119,0.002647681,0.004161736,0.001870103,0.002424343,0.002676566,0.003520478,0.003737368,0.000872723,0.003892808,0.002754654,0.005032819,0.001430416,0.002642491,0.003093121,0.004041513,0.004391634,0.004207706,0.004491558,0.003186647,0.002201345,0.004771515,0.003665662,0.002899582,0.004632761,0.004360143
474.3,0.004982823,0.000438096,0.004010753,0.002862282,0.003030706,0.004864366,0.005178133,0.003392576,0.003872903,0.004166057,0.005069591,0.00517292,0.003499345,0.003299824,0.002852814,0.004096423,0.003456453,0.004843984,0.003654465,0.002672067,0.003995158,0.00306927,0.002404238,0.004849646,0.003486477,0.00335782,0.003814612,0.00145679,0.003729223,0.004271659,0.003963969,0.003223109,0.00421648,0.00356256,0.003768075,0.002093818,0.003710476,0.002849884,0.00327929,0.002976361,0.004647693,0.002465043,0.00256843,0.003569334,0.002738317,0.003080772,0.002678376,0.002924503,0.004438594,0.003739388,0.002227954,0.003079419,0.002519549,0.004799149,0.004954508,0.003843304,0.004850552,0.004604462,0.002102594,0.005624594,0.003672758,0.003946116,0.003580398,0.002871299
475.2,0.003717574,0.0014106,0.003011689,0.003198853,0.003862449,0.003527709,0.005094375,0.003854337,0.003761279,0.003242731,0.005157882,0.003577701,0.004895098,0.003640086,0.004167002,0.004760265,0.005620796,0.005027713,0.005059348,0.002658278,0.004880416,0.003283913,0.004697042,0.003278962,0.002705697,0.004139717,0.004528415,0.001809422,0.004055165,0.004569493,0.003897154,0.003032381,0.004311351,0.003654502,0.004080416,0.0035473,0.003788541,0.004195643,0.002917463,0.002319075,0.005930887,0.002892279,0.002658278,0.00415257,0.004165198,0.002243409,0.004330751,0.003418513,0.003504967,0.004534509,0.00326726,0.003983253,0.001043936,0.006037094,0.006138116,0.003916536,0.005038785,0.004978458,0.004403624,0.006499813,0.004535637,0.004700428,0.003564189,0.003504967
476.1,0.002512519,0.001678707,0.003149692,0.003744693,0.003494882,0.003614719,0.005334006,0.004034636,0.003672406,0.003070555,0.004217999,0.003911538,0.004667073,0.004576186,0.003398632,0.004361868,0.004880866,0.005668759,0.006282579,0.002797384,0.003650183,0.001844537,0.005582171,0.004606779,0.002352029,0.005692663,0.005490417,0.002268786,0.004689122,0.005824614,0.005179678,0.002529534,0.003394145,0.002897758,0.00446238,0.004978571,0.006117304,0.005644855,0.002410667,0.002687626,0.00574386,0.003429815,0.004386375,0.005570222,0.004839449,0.002182426,0.005928849,0.004062719,0.003744693,0.004663248,0.004113949,0.004118218,0.002108609,0.008193222,0.005080126,0.003791169,0.005873795,0.005691761,0.004465303,0.005376596,0.004066314,0.004396718,0.002422754,0.003443949
477,0.00250541,0.004614266,0.003341288,0.00532848,0.002992586,0.00274123,0.005433109,0.004510059,0.003589414,0.003660301,0.003837458,0.003702347,0.004320308,0.006042971,0.003795175,0.00402543,0.006424064,0.006707063,0.006477407,0.004148328,0.004395347,0.00293699,0.005482738,0.006366001,0.002671162,0.005615259,0.005000837,0.003615576,0.004857739,0.005432211,0.004395795,0.002624977,0.003942847,0.003139315,0.003892722,0.005473979,0.005885367,0.004880838,0.003735002,0.002447868,0.006367801,0.003169024,0.005318602,0.006055114,0.005442989,0.002684997,0.005306929,0.005062756,0.003089283,0.005330052,0.003537094,0.004418646,0.002794347,0.007744726,0.004265437,0.004240356,0.006628021,0.005421208,0.004204528,0.004080943,0.003673048,0.003509819,0.003420628,0.00467344
477.9,0.002904541,0.00585392,0.004244392,0.00638457,0.002117156,0.004292001,0.005170239,0.004540189,0.004166173,0.00494833,0.003377837,0.004100256,0.003564577,0.004842007,0.002529036,0.003984981,0.004263614,0.005095212,0.004464152,0.004979897,0.002604957,0.002791811,0.004695882,0.005257601,0.004311225,0.004246404,0.003465508,0.003995703,0.005169343,0.004967807,0.003760328,0.00189769,0.003371368,0.002646152,0.003968675,0.005139331,0.004023403,0.00401134,0.004047976,0.003279479,0.004216678,0.002849509,0.005584802,0.005683011,0.005839114,0.003039366,0.00200085,0.004281942,0.002502767,0.003779528,0.003676169,0.004332685,0.001710776,0.006809962,0.00273412,0.003480456,0.004940495,0.003696035,0.003310924,0.003758989,0.003570826,0.003448106,0.003555428,0.0037735
478.8,0.003891939,0.004902701,0.002749305,0.006155811,0.003536324,0.004100723,0.004405055,0.003697506,0.003877237,0.005121355,0.004436504,0.004065511,0.003998881,0.004118331,0.002338461,0.004918555,0.004112536,0.004299128,0.003884588,0.004162019,0.003699287,0.004104512,0.003776783,0.003685259,0.004061945,0.003761194,0.002680878,0.004572138,0.00483706,0.002601356,0.003090045,0.00309427,0.002991552,0.00348669,0.004219532,0.002429479,0.001788538,0.004342388,0.004633277,0.004958527,0.003687041,0.002333799,0.005273517,0.004380076,0.005312404,0.003933153,0.001705411,0.004344841,0.00209924,0.004293777,0.004641087,0.00386944,0.00237864,0.004933293,0.002991774,0.002877968,0.004305594,0.002190874,0.004302696,0.004576601,0.001591941,0.004087574,0.004515916,0.003557025
479.7,0.004113426,0.003649498,0.002166833,0.005796432,0.00348764,0.004619914,0.004069412,0.003986063,0.002820196,0.003764767,0.003150351,0.003686585,0.002803794,0.002811773,0.002523292,0.004300871,0.002752821,0.003350918,0.002388866,0.003556239,0.003108652,0.004120985,0.002968502,0.00324552,0.004091863,0.002691439,0.002980253,0.003795866,0.00438428,0.002440018,0.004851444,0.001152637,0.001863741,0.002976706,0.003609083,0.002751491,0.000781637,0.004580744,0.003559125,0.003793867,0.001993359,0.002075883,0.004418538,0.00411565,0.003452789,0.00403896,0.001206514,0.003920507,0.002120802,0.004100755,0.004504862,0.003615523,0.002576676,0.003808751,0.003210689,0.003052764,0.002537025,0.002686121,0.003660824,0.005425013,0.00195531,0.00348209,0.003935395,0.002696535
